student_id,name,age,plan,enrollment_months,weekly_frequency,days_since_last_visit,overdue_payments,overdue_days,plan_price,last_visit,enrollment_date,churn_probability,churn,risk_level
MOV-2547,Bruno Nascimento,30,Platinum,4,2,0,1,19,129.9,14/04/2026,15/12/2025,0.5421776025685995,1,medio
MOV-2548,Mateus Santos,36,Basic Fit,10,2,14,0,0,79.9,31/03/2026,18/06/2025,0.9332146612931782,1,alto
MOV-2549,Thiago Mendes,29,Basic Fit,1,2,4,0,0,79.9,10/04/2026,15/03/2026,0.3345088696664885,0,baixo
MOV-2550,André Nascimento,37,Basic Fit,9,6,9,0,0,79.9,05/04/2026,18/07/2025,0.4590059767715417,0,medio
MOV-2551,William Santos,28,Black VIP,1,3,3,0,0,189.9,11/04/2026,15/03/2026,0.2778745835910008,0,baixo
MOV-2552,Camila Pereira,32,Basic Fit,11,3,8,0,0,79.9,06/04/2026,19/05/2025,0.4658211805504471,0,medio
MOV-2553,Mateus Gomes,54,Platinum,9,5,0,0,0,129.9,14/04/2026,18/07/2025,0.08429846195318338,0,baixo
MOV-2554,Letícia Pereira,35,Basic Fit,8,2,2,0,0,79.9,12/04/2026,17/08/2025,0.38480215510372384,0,baixo
MOV-2555,Natália Mendes,36,Basic Fit,13,2,2,0,0,79.9,12/04/2026,20/03/2025,0.2936876693177805,0,baixo
MOV-2556,João Santos,17,Black VIP,1,1,19,0,0,189.9,26/03/2026,15/03/2026,0.8498621539097173,1,alto
MOV-2557,Letícia Souza,45,Platinum,7,4,1,1,2,129.9,13/04/2026,16/09/2025,0.38813762402862834,0,baixo
MOV-2558,Rafaela Barbosa,42,Black VIP,7,2,2,0,0,189.9,12/04/2026,16/09/2025,0.2684470942964496,0,baixo
MOV-2559,William Costa,24,Platinum,7,2,7,0,0,129.9,07/04/2026,16/09/2025,0.5804876547807085,1,medio
MOV-2560,Ricardo Carvalho,42,Platinum,46,2,10,1,4,129.9,04/04/2026,04/07/2022,0.5539338748330531,1,medio
MOV-2561,Lucas Santos,35,Basic Fit,1,1,10,0,0,79.9,04/04/2026,15/03/2026,0.6470147475581964,1,medio
MOV-2562,Bruno Mendes,32,Platinum,14,5,2,1,37,129.9,12/04/2026,18/02/2025,0.6313156478242017,1,medio
MOV-2563,Eduardo Alencar,44,Basic Fit,6,5,14,1,10,79.9,31/03/2026,16/10/2025,0.914585686935323,1,alto
MOV-2564,Diego Costa,26,Basic Fit,8,1,5,1,28,79.9,09/04/2026,17/08/2025,0.6471479512996047,1,medio
MOV-2565,André Gomes,24,Basic Fit,17,0,9,1,21,79.9,05/04/2026,20/11/2024,0.7848809807413326,1,alto
MOV-2566,Lucas Oliveira,34,Platinum,2,1,13,0,0,129.9,01/04/2026,13/02/2026,0.95,1,alto
MOV-2567,Juliana Pereira,37,Platinum,17,0,1,0,0,129.9,13/04/2026,20/11/2024,0.5662386548083256,1,medio
MOV-2568,Felipe Dias,41,Black VIP,1,1,3,0,0,189.9,11/04/2026,15/03/2026,0.3721637531280134,0,baixo
MOV-2569,Vanessa Gomes,30,Black VIP,7,2,4,0,0,189.9,10/04/2026,16/09/2025,0.31875612631868866,0,baixo
MOV-2570,Ricardo Pereira,23,Basic Fit,16,3,8,0,0,79.9,06/04/2026,20/12/2024,0.3862339878267362,0,baixo
MOV-2571,Rafaela Oliveira,57,Black VIP,2,2,2,0,0,189.9,12/04/2026,13/02/2026,0.05839213330825281,0,baixo
MOV-2572,Ricardo Lima,21,Platinum,17,3,1,0,0,129.9,13/04/2026,20/11/2024,0.3153205658570584,0,baixo
MOV-2573,Mateus Lima,32,Black VIP,2,3,6,0,0,189.9,08/04/2026,13/02/2026,0.37779742450505027,0,baixo
MOV-2574,Diego Almeida,39,Basic Fit,19,2,4,0,0,79.9,10/04/2026,21/09/2024,0.28462965183822747,0,baixo
MOV-2575,Yasmin Costa,43,Platinum,7,3,11,0,0,129.9,03/04/2026,16/09/2025,0.7050060574653186,1,alto
MOV-2576,Letícia Araújo,26,Black VIP,13,4,5,1,7,189.9,09/04/2026,20/03/2025,0.34183519383626226,0,baixo
MOV-2577,Juliana Dias,16,Platinum,29,4,0,0,0,129.9,14/04/2026,26/11/2023,0.22146273402678807,0,baixo
MOV-2578,Fernanda Ribeiro,26,Platinum,6,1,17,0,0,129.9,28/03/2026,16/10/2025,0.95,1,alto
MOV-2579,Lucas Pereira,40,Basic Fit,3,3,4,1,3,79.9,10/04/2026,14/01/2026,0.38554024374137374,0,baixo
MOV-2580,André Barbosa,38,Platinum,24,5,4,0,0,129.9,10/04/2026,24/04/2024,0.28738843869507535,0,baixo
MOV-2581,Mateus Barbosa,38,Basic Fit,2,7,11,0,0,79.9,03/04/2026,13/02/2026,0.8361768687052995,1,alto
MOV-2582,Isabela Pereira,39,Black VIP,11,3,5,0,0,189.9,09/04/2026,19/05/2025,0.2832325404519912,0,baixo
MOV-2583,João Almeida,45,Black VIP,30,4,3,0,0,189.9,11/04/2026,27/10/2023,0.05,0,baixo
MOV-2584,Eduardo Ferreira,24,Black VIP,13,4,0,0,0,189.9,14/04/2026,20/03/2025,0.20170662816395235,0,baixo
MOV-2585,Mateus Ferreira,20,Platinum,2,4,16,0,0,129.9,29/03/2026,13/02/2026,0.7702687769630683,1,alto
MOV-2586,Letícia Alencar,35,Basic Fit,1,1,0,0,0,79.9,14/04/2026,15/03/2026,0.5363441682972693,1,medio
MOV-2587,Letícia Gomes,21,Black VIP,3,2,0,0,0,189.9,14/04/2026,14/01/2026,0.35623230323967614,0,baixo
MOV-2588,Carlos Rocha,19,Basic Fit,5,1,8,0,0,79.9,06/04/2026,15/11/2025,0.5631187820426274,1,medio
MOV-2589,Daniela Silva,44,Platinum,2,5,3,0,0,129.9,11/04/2026,13/02/2026,0.31037081722932564,0,baixo
MOV-2590,Thiago Martins,34,Basic Fit,19,3,0,0,0,79.9,14/04/2026,21/09/2024,0.3119955459287303,0,baixo
MOV-2591,Mariana Barbosa,32,Basic Fit,5,1,1,1,1,79.9,13/04/2026,15/11/2025,0.7064407559643421,1,alto
MOV-2592,Thiago Araújo,32,Basic Fit,33,3,25,0,0,79.9,20/03/2026,29/07/2023,0.6752736178028732,1,medio
MOV-2593,André Ribeiro,30,Platinum,22,3,4,1,48,129.9,10/04/2026,23/06/2024,0.573714704484516,1,medio
MOV-2594,Rafaela Barbosa,44,Basic Fit,28,4,2,0,0,79.9,12/04/2026,26/12/2023,0.21848580155797337,0,baixo
MOV-2595,Camila Barbosa,16,Basic Fit,4,4,10,0,0,79.9,04/04/2026,15/12/2025,0.4502858968850452,0,medio
MOV-2596,Vanessa Silva,16,Platinum,10,2,3,0,0,129.9,11/04/2026,18/06/2025,0.43930187780682534,0,medio
MOV-2597,Ricardo Pereira,22,Platinum,4,0,1,0,0,129.9,13/04/2026,15/12/2025,0.4503978207046937,0,medio
MOV-2598,Thiago Almeida,34,Platinum,3,5,0,0,0,129.9,14/04/2026,14/01/2026,0.3618735509415473,0,baixo
MOV-2599,Helena Dias,50,Platinum,11,2,6,0,0,129.9,08/04/2026,19/05/2025,0.37040247992241543,0,baixo
MOV-2600,Natália Souza,40,Platinum,20,0,4,0,0,129.9,10/04/2026,22/08/2024,0.4727810686798386,0,medio
MOV-2601,Bruno Nascimento,37,Platinum,1,3,0,0,0,129.9,14/04/2026,15/03/2026,0.28971608817862937,0,baixo
MOV-2602,Pedro Oliveira,31,Basic Fit,3,0,4,0,0,79.9,10/04/2026,14/01/2026,0.49072259177066346,0,medio
MOV-2603,Eduardo Araújo,18,Platinum,2,2,0,0,0,129.9,14/04/2026,13/02/2026,0.470406479563254,0,medio
MOV-2604,Fernanda Oliveira,37,Basic Fit,19,4,20,0,0,79.9,25/03/2026,21/09/2024,0.6887700210431855,1,medio
MOV-2605,Daniela Pereira,52,Platinum,32,2,1,1,5,129.9,13/04/2026,28/08/2023,0.21496350975576844,0,baixo
MOV-2606,Helena Almeida,29,Basic Fit,1,7,5,0,0,79.9,09/04/2026,15/03/2026,0.24672786460690116,0,baixo
MOV-2607,Helena Pereira,26,Platinum,5,0,5,0,0,129.9,09/04/2026,15/11/2025,0.4885853724993255,0,medio
MOV-2608,Letícia Dias,29,Basic Fit,29,1,5,0,0,79.9,09/04/2026,26/11/2023,0.3604620158272975,0,baixo
MOV-2609,Helena Martins,37,Platinum,5,2,2,0,0,129.9,12/04/2026,15/11/2025,0.26004151572583295,0,baixo
MOV-2610,Larissa Araújo,33,Platinum,14,1,0,1,16,129.9,14/04/2026,18/02/2025,0.6156300471498518,1,medio
MOV-2611,Camila Dias,41,Basic Fit,1,1,19,1,19,79.9,26/03/2026,15/03/2026,0.95,1,alto
MOV-2612,Ricardo Mendes,31,Black VIP,7,3,1,0,0,189.9,13/04/2026,16/09/2025,0.2696162472065903,0,baixo
MOV-2613,Rafaela Pereira,29,Platinum,8,2,7,1,3,129.9,07/04/2026,17/08/2025,0.7112663950661285,1,alto
MOV-2614,Gabriel Mendes,34,Platinum,17,3,0,0,0,129.9,14/04/2026,20/11/2024,0.3176473786260899,0,baixo
MOV-2615,Pedro Carvalho,26,Basic Fit,4,1,1,0,0,79.9,13/04/2026,15/12/2025,0.4136939922774542,0,medio
MOV-2616,Isabela Mendes,49,Platinum,3,3,4,1,17,129.9,10/04/2026,14/01/2026,0.37073679689049555,0,baixo
MOV-2617,Mateus Ferreira,40,Basic Fit,4,2,2,0,0,79.9,12/04/2026,15/12/2025,0.3388867172385734,0,baixo
MOV-2618,Bruno Gomes,21,Platinum,9,3,15,0,0,129.9,30/03/2026,18/07/2025,0.7908371061200086,1,alto
MOV-2619,Camila Lima,24,Platinum,25,2,9,0,0,129.9,05/04/2026,25/03/2024,0.4603956373008152,0,medio
MOV-2620,Juliana Araújo,37,Basic Fit,21,7,12,0,0,79.9,02/04/2026,23/07/2024,0.7095230530499389,1,alto
MOV-2621,Thiago Martins,33,Platinum,1,4,5,0,0,129.9,09/04/2026,15/03/2026,0.316788794981782,0,baixo
MOV-2622,Thiago Ribeiro,35,Basic Fit,25,7,1,0,0,79.9,13/04/2026,25/03/2024,0.20465242276322704,0,baixo
MOV-2623,Camila Rocha,30,Platinum,1,2,3,0,0,129.9,11/04/2026,15/03/2026,0.43327647002877295,0,medio
MOV-2624,João Almeida,36,Platinum,6,1,7,0,0,129.9,07/04/2026,16/10/2025,0.6169059574854249,1,medio
MOV-2625,William Araújo,30,Platinum,17,4,0,0,0,129.9,14/04/2026,20/11/2024,0.30833131568942435,0,baixo
MOV-2626,Juliana Gomes,37,Platinum,1,2,9,0,0,129.9,05/04/2026,15/03/2026,0.47947363438407126,0,medio
MOV-2627,Rafaela Pereira,39,Basic Fit,1,5,4,0,0,79.9,10/04/2026,15/03/2026,0.36184548159663726,0,baixo
MOV-2628,Ana Barbosa,48,Basic Fit,4,2,6,1,1,79.9,08/04/2026,15/12/2025,0.5239271317722394,1,medio
MOV-2629,Gabriel Almeida,26,Platinum,15,2,5,0,0,129.9,09/04/2026,19/01/2025,0.33340924430451624,0,baixo
MOV-2630,Larissa Oliveira,31,Platinum,8,1,9,0,0,129.9,05/04/2026,17/08/2025,0.6807272473358829,1,medio
MOV-2631,Mateus Dias,19,Black VIP,6,1,0,0,0,189.9,14/04/2026,16/10/2025,0.4730164958832491,0,medio
MOV-2632,Yasmin Souza,50,Basic Fit,20,5,2,0,0,79.9,12/04/2026,22/08/2024,0.1263611281992323,0,baixo
MOV-2633,Isabela Alencar,16,Basic Fit,17,2,3,0,0,79.9,11/04/2026,20/11/2024,0.4840060379881742,0,medio
MOV-2634,Camila Carvalho,48,Platinum,18,3,3,0,0,129.9,11/04/2026,21/10/2024,0.22577891432154612,0,baixo
MOV-2635,Eduardo Dias,32,Platinum,7,2,14,1,8,129.9,31/03/2026,16/09/2025,0.95,1,alto
MOV-2636,Bruno Lima,36,Black VIP,1,4,0,0,0,189.9,14/04/2026,15/03/2026,0.1983445764072964,0,baixo
MOV-2637,Natália Martins,30,Basic Fit,2,3,10,1,6,79.9,04/04/2026,13/02/2026,0.5344983277578371,1,medio
MOV-2638,Helena Martins,32,Basic Fit,16,5,4,0,0,79.9,10/04/2026,20/12/2024,0.24623867218317266,0,baixo
MOV-2639,Mariana Martins,37,Platinum,16,2,4,0,0,129.9,10/04/2026,20/12/2024,0.28579985771877703,0,baixo
MOV-2640,Lucas Ribeiro,16,Platinum,43,2,1,0,0,129.9,13/04/2026,02/10/2022,0.30964753722119515,0,baixo
MOV-2641,Helena Alencar,25,Platinum,2,4,5,0,0,129.9,09/04/2026,13/02/2026,0.2962739102622592,0,baixo
MOV-2642,Gabriel Araújo,23,Platinum,1,3,5,0,0,129.9,09/04/2026,15/03/2026,0.27313864495986984,0,baixo
MOV-2643,Daniela Nascimento,36,Basic Fit,1,2,1,0,0,79.9,13/04/2026,15/03/2026,0.23745554261812232,0,baixo
MOV-2644,Daniela Lima,32,Platinum,2,3,5,0,0,129.9,09/04/2026,13/02/2026,0.32655395309981683,0,baixo
MOV-2645,Larissa Costa,38,Basic Fit,9,2,1,0,0,79.9,13/04/2026,18/07/2025,0.37771807166681265,0,baixo
MOV-2646,Yasmin Souza,33,Platinum,44,7,5,0,0,129.9,09/04/2026,02/09/2022,0.20075652100648606,0,baixo
MOV-2647,Isabela Oliveira,42,Black VIP,10,2,4,0,0,189.9,10/04/2026,18/06/2025,0.3000281831314046,0,baixo
MOV-2648,Ricardo Pereira,24,Basic Fit,8,5,6,0,0,79.9,08/04/2026,17/08/2025,0.5011242193442988,1,medio
MOV-2649,Bianca Ribeiro,32,Platinum,13,2,0,1,40,129.9,14/04/2026,20/03/2025,0.5486917758593917,1,medio
MOV-2650,Natália Lima,43,Basic Fit,1,2,0,0,0,79.9,14/04/2026,15/03/2026,0.4972253977488934,0,medio
MOV-2651,Fernanda Alencar,41,Platinum,20,5,9,0,0,129.9,05/04/2026,22/08/2024,0.38379939671008695,0,baixo
MOV-2652,Helena Ribeiro,17,Platinum,12,3,2,1,64,129.9,12/04/2026,19/04/2025,0.5382746173436458,1,medio
MOV-2653,Isabela Santos,21,Basic Fit,2,5,9,0,0,79.9,05/04/2026,13/02/2026,0.31427039461567374,0,baixo
MOV-2654,Mariana Mendes,31,Platinum,11,2,0,0,0,129.9,14/04/2026,19/05/2025,0.3875852442194627,0,baixo
MOV-2655,Bianca Araújo,29,Platinum,10,3,7,0,0,129.9,07/04/2026,18/06/2025,0.433939116098363,0,medio
MOV-2656,Carlos Alencar,31,Basic Fit,1,0,0,1,5,79.9,14/04/2026,15/03/2026,0.6489468071826265,1,medio
MOV-2657,Felipe Alencar,39,Platinum,3,3,3,0,0,129.9,11/04/2026,14/01/2026,0.31817482187220314,0,baixo
MOV-2658,João Oliveira,34,Platinum,5,3,13,0,0,129.9,01/04/2026,15/11/2025,0.7245092070205547,1,alto
MOV-2659,Igor Nascimento,35,Basic Fit,3,4,0,0,0,79.9,14/04/2026,14/01/2026,0.37762176902007094,0,baixo
MOV-2660,Felipe Mendes,38,Black VIP,3,2,2,0,0,189.9,12/04/2026,14/01/2026,0.27414939991198223,0,baixo
MOV-2661,Yasmin Gomes,42,Platinum,10,2,3,0,0,129.9,11/04/2026,18/06/2025,0.40651992832213235,0,medio
MOV-2662,Mariana Martins,16,Platinum,7,3,11,0,0,129.9,03/04/2026,16/09/2025,0.7059956997709677,1,alto
MOV-2663,William Carvalho,28,Platinum,13,7,2,0,0,129.9,12/04/2026,20/03/2025,0.3507777046224707,0,baixo
MOV-2664,Juliana Carvalho,23,Basic Fit,37,3,8,0,0,79.9,06/04/2026,31/03/2023,0.29779474729550187,0,baixo
MOV-2665,Thiago Rocha,36,Platinum,12,0,6,0,0,129.9,08/04/2026,19/04/2025,0.6373060360280807,1,medio
MOV-2666,Pedro Araújo,27,Platinum,10,4,1,0,0,129.9,13/04/2026,18/06/2025,0.2684695928017975,0,baixo
MOV-2667,Igor Martins,32,Platinum,22,3,2,1,14,129.9,12/04/2026,23/06/2024,0.46504868335208993,0,medio
MOV-2668,Camila Barbosa,40,Platinum,11,5,1,0,0,129.9,13/04/2026,19/05/2025,0.2558161148372563,0,baixo
MOV-2669,Pedro Mendes,25,Basic Fit,2,6,5,0,0,79.9,09/04/2026,13/02/2026,0.2650441899477542,0,baixo
MOV-2670,Igor Almeida,35,Platinum,4,3,4,0,0,129.9,10/04/2026,15/12/2025,0.29118130602654324,0,baixo
MOV-2671,Mariana Souza,47,Basic Fit,15,3,0,1,20,79.9,14/04/2026,19/01/2025,0.2777768402304936,0,baixo
MOV-2672,Diego Rocha,40,Platinum,16,3,4,0,0,129.9,10/04/2026,20/12/2024,0.30123327959157564,0,baixo
MOV-2673,Felipe Santos,16,Basic Fit,52,4,3,1,3,79.9,11/04/2026,05/01/2022,0.310197018185484,0,baixo
MOV-2674,Vanessa Barbosa,29,Platinum,11,1,0,0,0,129.9,14/04/2026,19/05/2025,0.46231001814632744,0,medio
MOV-2675,Vanessa Rocha,35,Platinum,27,4,15,0,0,129.9,30/03/2026,25/01/2024,0.6480726967433591,1,medio
MOV-2676,Daniela Martins,37,Basic Fit,1,4,9,0,0,79.9,05/04/2026,15/03/2026,0.5192199070473593,1,medio
MOV-2677,Pedro Nascimento,29,Black VIP,10,5,0,0,0,189.9,14/04/2026,18/06/2025,0.20428178892612717,0,baixo
MOV-2678,William Araújo,25,Platinum,30,2,13,0,0,129.9,01/04/2026,27/10/2023,0.7655420357985637,1,alto
MOV-2679,Eduardo Souza,32,Black VIP,4,2,12,0,0,189.9,02/04/2026,15/12/2025,0.7696748830949388,1,alto
MOV-2680,Diego Nascimento,21,Platinum,2,2,0,0,0,129.9,14/04/2026,13/02/2026,0.3394107678335038,0,baixo
MOV-2681,Felipe Ribeiro,42,Basic Fit,5,4,1,1,17,79.9,13/04/2026,15/11/2025,0.4860513189057329,0,medio
MOV-2682,Letícia Costa,50,Black VIP,18,1,6,0,0,189.9,08/04/2026,21/10/2024,0.4150632060783712,0,medio
MOV-2683,Bianca Rocha,35,Basic Fit,1,4,13,0,0,79.9,01/04/2026,15/03/2026,0.8000465443893435,1,alto
MOV-2684,Helena Nascimento,29,Platinum,11,0,8,1,4,129.9,06/04/2026,19/05/2025,0.9294991810954248,1,alto
MOV-2685,Mateus Souza,41,Basic Fit,1,7,1,0,0,79.9,13/04/2026,15/03/2026,0.3020668880445722,0,baixo
MOV-2686,Fernanda Santos,39,Black VIP,6,2,0,0,0,189.9,14/04/2026,16/10/2025,0.36033480761478426,0,baixo
MOV-2687,Bianca Santos,29,Basic Fit,40,6,3,1,2,79.9,11/04/2026,31/12/2022,0.4020515689579849,0,medio
MOV-2688,Pedro Oliveira,31,Black VIP,2,0,0,1,28,189.9,14/04/2026,13/02/2026,0.5480481180748833,1,medio
MOV-2689,Vanessa Souza,25,Platinum,1,2,1,0,0,129.9,13/04/2026,15/03/2026,0.3570374051621749,0,baixo
MOV-2690,Helena Martins,33,Basic Fit,6,5,5,0,0,79.9,09/04/2026,16/10/2025,0.2340781315444332,0,baixo
MOV-2691,Natália Souza,34,Platinum,10,3,3,1,10,129.9,11/04/2026,18/06/2025,0.5072955631965347,1,medio
MOV-2692,Rafaela Santos,24,Black VIP,4,2,2,0,0,189.9,12/04/2026,15/12/2025,0.2553153015940105,0,baixo
MOV-2693,Juliana Santos,21,Basic Fit,9,3,13,0,0,79.9,01/04/2026,18/07/2025,0.7204957700714328,1,alto
MOV-2694,Mateus Almeida,18,Platinum,36,2,1,0,0,129.9,13/04/2026,30/04/2023,0.37505479248665813,0,baixo
MOV-2695,William Lima,36,Platinum,4,4,3,1,5,129.9,11/04/2026,15/12/2025,0.42432415331602064,0,medio
MOV-2696,Natália Dias,31,Black VIP,4,2,4,1,7,189.9,10/04/2026,15/12/2025,0.5318671405039221,1,medio
MOV-2697,Felipe Ferreira,31,Basic Fit,7,3,1,0,0,79.9,13/04/2026,16/09/2025,0.39748554041848616,0,baixo
MOV-2698,Natália Dias,36,Platinum,8,2,6,0,0,129.9,08/04/2026,17/08/2025,0.48620534965375267,0,medio
MOV-2699,Gabriel Costa,22,Basic Fit,1,2,10,0,0,79.9,04/04/2026,15/03/2026,0.5669389488394493,1,medio
MOV-2700,Pedro Nascimento,21,Basic Fit,11,6,3,0,0,79.9,11/04/2026,19/05/2025,0.3237329628206361,0,baixo
MOV-2701,Juliana Barbosa,34,Basic Fit,60,4,7,0,0,79.9,07/04/2026,10/05/2021,0.38960773363678525,0,baixo
MOV-2702,William Dias,16,Platinum,4,1,0,0,0,129.9,14/04/2026,15/12/2025,0.5584650575167905,1,medio
MOV-2703,Camila Nascimento,29,Basic Fit,11,5,0,0,0,79.9,14/04/2026,19/05/2025,0.2092131576945595,0,baixo
MOV-2704,William Costa,56,Platinum,1,2,3,0,0,129.9,11/04/2026,15/03/2026,0.25908597138719625,0,baixo
MOV-2705,Carlos Silva,18,Basic Fit,11,1,12,0,0,79.9,02/04/2026,19/05/2025,0.95,1,alto
MOV-2706,Thiago Nascimento,27,Platinum,7,1,3,0,0,129.9,11/04/2026,16/09/2025,0.47585599309744964,0,medio
MOV-2707,William Martins,16,Basic Fit,9,1,2,0,0,79.9,12/04/2026,18/07/2025,0.5470928558144804,1,medio
MOV-2708,Yasmin Nascimento,29,Platinum,9,0,4,0,0,129.9,10/04/2026,18/07/2025,0.5618780330724603,1,medio
MOV-2709,Ricardo Ribeiro,51,Black VIP,2,3,0,0,0,189.9,14/04/2026,13/02/2026,0.05,0,baixo
MOV-2710,Helena Martins,36,Platinum,17,4,5,0,0,129.9,09/04/2026,20/11/2024,0.23491073239795124,0,baixo
MOV-2711,Mateus Carvalho,25,Platinum,9,4,0,0,0,129.9,14/04/2026,18/07/2025,0.3929170336344249,0,baixo
MOV-2712,Mateus Nascimento,53,Platinum,3,7,4,0,0,129.9,10/04/2026,14/01/2026,0.1088126814980698,0,baixo
MOV-2713,Gabriel Lima,16,Platinum,33,2,6,0,0,129.9,08/04/2026,29/07/2023,0.36331203100193826,0,baixo
MOV-2714,William Mendes,36,Platinum,1,1,2,0,0,129.9,12/04/2026,15/03/2026,0.5099129003252928,1,medio
MOV-2715,Ricardo Oliveira,32,Basic Fit,15,4,12,0,0,79.9,02/04/2026,19/01/2025,0.6367065120592614,1,medio
MOV-2716,Letícia Barbosa,29,Platinum,5,3,0,1,7,129.9,14/04/2026,15/11/2025,0.45403533349947156,0,medio
MOV-2717,William Rocha,40,Black VIP,8,5,0,0,0,189.9,14/04/2026,17/08/2025,0.2618303501395476,0,baixo
MOV-2718,Pedro Barbosa,20,Basic Fit,4,2,3,0,0,79.9,11/04/2026,15/12/2025,0.35210043214793457,0,baixo
MOV-2719,André Ribeiro,35,Basic Fit,4,4,13,0,0,79.9,01/04/2026,15/12/2025,0.7764784227785818,1,alto
MOV-2720,Natália Barbosa,33,Platinum,1,1,2,0,0,129.9,12/04/2026,15/03/2026,0.5239999819037214,1,medio
MOV-2721,Pedro Pereira,23,Platinum,15,6,13,0,0,129.9,01/04/2026,19/01/2025,0.7752874205798455,1,alto
MOV-2722,João Mendes,51,Platinum,14,4,5,0,0,129.9,09/04/2026,18/02/2025,0.1298184083106565,0,baixo
MOV-2723,Ricardo Araújo,30,Basic Fit,12,5,7,0,0,79.9,07/04/2026,19/04/2025,0.4518895182841371,0,medio
MOV-2724,Helena Gomes,30,Basic Fit,25,3,13,0,0,79.9,01/04/2026,25/03/2024,0.6592527665891601,1,medio
MOV-2725,Camila Carvalho,21,Basic Fit,27,2,4,0,0,79.9,10/04/2026,25/01/2024,0.2836784679786668,0,baixo
MOV-2726,Igor Dias,30,Black VIP,9,2,5,0,0,189.9,09/04/2026,18/07/2025,0.29176469592661436,0,baixo
MOV-2727,Juliana Almeida,55,Basic Fit,13,1,4,0,0,79.9,10/04/2026,20/03/2025,0.4403087560427322,0,medio
MOV-2728,João Dias,29,Platinum,1,4,7,0,0,129.9,07/04/2026,15/03/2026,0.46622932606470435,0,medio
MOV-2729,Natália Silva,37,Platinum,22,3,1,0,0,129.9,13/04/2026,23/06/2024,0.3207730619722119,0,baixo
MOV-2730,Felipe Dias,41,Black VIP,20,2,7,1,22,189.9,07/04/2026,22/08/2024,0.5387866063009487,1,medio
MOV-2731,Igor Carvalho,30,Platinum,1,2,6,0,0,129.9,08/04/2026,15/03/2026,0.6450259007660113,1,medio
MOV-2732,Carlos Almeida,27,Basic Fit,9,1,4,1,32,79.9,10/04/2026,18/07/2025,0.7939880111620792,1,alto
MOV-2733,Bruno Pereira,36,Basic Fit,28,1,0,0,0,79.9,14/04/2026,26/12/2023,0.416701014318284,0,medio
MOV-2734,Ana Mendes,29,Basic Fit,2,1,7,0,0,79.9,07/04/2026,13/02/2026,0.7360219717338852,1,alto
MOV-2735,Igor Carvalho,28,Platinum,5,5,0,0,0,129.9,14/04/2026,15/11/2025,0.24108175266448936,0,baixo
MOV-2736,Mariana Silva,41,Basic Fit,4,1,16,1,9,79.9,29/03/2026,15/12/2025,0.95,1,alto
MOV-2737,Pedro Ribeiro,31,Basic Fit,5,3,0,0,0,79.9,14/04/2026,15/11/2025,0.35281982433304226,0,baixo
MOV-2738,Felipe Martins,44,Platinum,1,1,6,1,5,129.9,08/04/2026,15/03/2026,0.862878037119418,1,alto
MOV-2739,Helena Almeida,31,Basic Fit,3,2,2,0,0,79.9,12/04/2026,14/01/2026,0.2873011461808353,0,baixo
MOV-2740,Carlos Pereira,18,Basic Fit,4,1,6,1,19,79.9,08/04/2026,15/12/2025,0.7506335389680009,1,alto
MOV-2741,Helena Alencar,16,Platinum,24,2,3,0,0,129.9,11/04/2026,24/04/2024,0.30429236140940596,0,baixo
MOV-2742,Natália Gomes,16,Basic Fit,5,4,4,0,0,79.9,10/04/2026,15/11/2025,0.3484168925698806,0,baixo
MOV-2743,Lucas Rocha,16,Basic Fit,7,2,0,0,0,79.9,14/04/2026,16/09/2025,0.3847849329368845,0,baixo
MOV-2744,Lucas Araújo,34,Basic Fit,5,2,16,0,0,79.9,29/03/2026,15/11/2025,0.8529767071992633,1,alto
MOV-2745,Carlos Martins,22,Basic Fit,1,2,0,1,35,79.9,14/04/2026,15/03/2026,0.5780264420374206,1,medio
MOV-2746,Ricardo Souza,16,Platinum,55,0,14,0,0,129.9,31/03/2026,07/10/2021,0.8631400162074891,1,alto
MOV-2747,Letícia Barbosa,30,Basic Fit,20,3,4,0,0,79.9,10/04/2026,22/08/2024,0.22284270166925862,0,baixo
MOV-2748,Fernanda Lima,21,Basic Fit,9,1,1,0,0,79.9,13/04/2026,18/07/2025,0.5412538991572621,1,medio
MOV-2749,Pedro Gomes,36,Platinum,7,5,5,0,0,129.9,09/04/2026,16/09/2025,0.3899541240755853,0,baixo
MOV-2750,Letícia Martins,36,Black VIP,12,2,5,0,0,189.9,09/04/2026,19/04/2025,0.18656512587536883,0,baixo
MOV-2751,Igor Araújo,37,Basic Fit,4,3,6,0,0,79.9,08/04/2026,15/12/2025,0.518923845408462,1,medio
MOV-2752,Bruno Gomes,16,Black VIP,1,2,0,0,0,189.9,14/04/2026,15/03/2026,0.2950882574660838,0,baixo
MOV-2753,Lucas Araújo,32,Basic Fit,6,0,20,0,0,79.9,25/03/2026,16/10/2025,0.95,1,alto
MOV-2754,João Gomes,30,Basic Fit,49,3,4,0,0,79.9,10/04/2026,05/04/2022,0.18078921367623757,0,baixo
MOV-2755,Ana Martins,19,Platinum,2,3,2,1,1,129.9,12/04/2026,13/02/2026,0.3966570282170246,0,baixo
MOV-2756,Diego Rocha,16,Black VIP,9,3,4,0,0,189.9,10/04/2026,18/07/2025,0.3037118768058473,0,baixo
MOV-2757,Bianca Araújo,30,Platinum,1,3,0,0,0,129.9,14/04/2026,15/03/2026,0.26870889781018187,0,baixo
